City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,shijiang,27.0819,110.7933,88.2,66,86,5.95,CN,1690433694
361,novyy urgal,51.0736,132.5642,83.89,46,11,4.97,RU,1690433694
362,namibe,-15.1961,12.1522,58.86,90,70,5.26,AO,1690433694
363,dabakala,8.3667,-4.4333,71.85,99,62,5.32,CI,1690433694
364,ban na san,8.8004,99.3637,85.62,70,98,7.49,TH,1690433695
365,alice,27.7523,-98.0697,82.56,74,0,14.97,US,1690433695
366,sodo,6.8642,37.7628,57.83,92,96,2.3,ET,1690433695
367,romanovo,52.6182,81.2271,82.33,28,100,6.8,RU,1690433695
368,red hill,33.9996,-79.2581,77.18,82,32,5.79,US,1690433695
369,shahr-e babak,30.1165,55.1186,86.11,33,4,9.1,IR,1690433695
370,bratsk,56.1325,101.6142,72.09,71,43,6.08,RU,1690433489
371,bou arada,36.3525,9.6218,69.93,72,0,3.27,TN,1690433696
372,coruripe,-10.1256,-36.1756,70.97,85,36,2.08,BR,1690433696
373,ancud,-41.8697,-73.8203,46.53,95,100,6.76,CL,1690433696
374,tralee,52.2704,-9.7026,59.95,99,100,5.88,IE,1690433416
375,ambon,-3.6954,128.1814,80.74,95,40,5.75,ID,1690433570
376,geisenheim,49.9833,7.9667,61.65,89,100,3.15,DE,1690433696
377,monrovia,6.3005,-10.7969,76.77,90,76,4.21,LR,1690433697
378,dourbali,11.8091,15.8632,75.56,79,99,10.69,TD,1690433697
379,rawson,-43.3002,-65.1023,39.15,71,85,1.59,AR,1690433697
380,port douglas,-16.4833,145.4667,71.78,81,59,17.45,AU,1690433697
381,bathsheba,13.2167,-59.5167,81.21,90,40,18.41,BB,1690433697
382,seven pagodas,12.6264,80.1722,89.65,56,98,18.12,IN,1690433698
383,aras-asan,8.8908,126.3033,86.18,66,100,4.81,PH,1690433698
384,kajaani,64.2273,27.7285,62.65,82,0,2.3,FI,1690433698
385,narasapur,16.45,81.6667,80.19,84,100,18.01,IN,1690433698
386,malaga,36.7202,-4.4203,76.73,80,20,4.61,ES,1690433540
387,palasa,18.7667,84.4167,85.01,81,77,15.08,IN,1690433699
388,valparaiso,-33.0393,-71.6273,57.99,65,0,4.61,CL,1690433699
389,san juan,-31.5375,-68.5364,51.51,51,96,1.57,AR,1690433407
390,nago,26.5881,127.9761,81.45,94,100,15.75,JP,1690433700
391,nacala,-14.5428,40.6728,67.06,78,33,9.8,MZ,1690433701
392,pimentel,-6.8367,-79.9342,71.89,78,0,12.66,PE,1690433701
393,tidjikja,18.5564,-11.4271,82.87,47,24,18.05,MR,1690433701
394,fort st. john,56.2499,-120.8529,58.89,94,100,9.22,CA,1690433701
395,richards bay,-28.783,32.0377,60.89,71,0,9.57,ZA,1690433703
396,tamuin,21.9833,-98.75,75.56,88,29,2.37,MX,1690433703
397,zholymbet,51.7433,71.7122,72.37,58,34,7.0,KZ,1690433703
398,kourou,5.1552,-52.6478,77.05,92,81,6.29,GF,1690433620
399,gafsa,34.425,8.7842,77.22,57,0,12.66,TN,1690433704
400,mount isa,-20.7333,139.5,80.37,50,6,12.66,AU,1690433569
401,baissa,7.2333,10.6333,71.62,96,79,2.06,NG,1690433704
402,zhezqazghan,47.7833,67.7667,75.78,46,20,11.18,KZ,1690433644
403,tazovsky,67.4667,78.7,67.87,65,11,3.2,RU,1690433705
404,tual,-5.6667,132.75,78.91,82,65,18.7,ID,1690433706
405,carnarvon,-24.8667,113.6333,65.5,46,12,15.82,AU,1690433706
406,oamaru,-45.0784,170.9801,46.38,65,5,27.63,NZ,1690433706
407,mwinilunga,-11.7358,24.4293,51.87,57,64,3.91,ZM,1690433707
408,neelankarai,12.9455,80.2575,89.65,62,40,17.27,IN,1690433707
409,brooks,50.5834,-111.8851,60.78,59,8,14.97,CA,1690433708
410,nema,57.5067,50.5011,72.9,71,47,11.7,RU,1690433708
411,east ballina,-28.8667,153.5833,67.8,53,9,5.73,AU,1690433708
412,pointe aux piments,-20.0628,57.5131,74.52,73,25,7.2,MU,1690433709
413,brejo da madre de deus,-8.1458,-36.3711,60.03,97,12,3.94,BR,1690433709
414,maturin,9.75,-63.1767,76.84,100,85,3.44,VE,1690433709
415,chibougamau,49.9168,-74.3659,64.02,72,100,5.55,CA,1690433709
416,borcka,41.3632,41.6765,77.36,52,13,3.0,TR,1690433710
417,timbuktu,16.7735,-3.0074,90.9,35,94,9.44,ML,1690433710
418,ulsteinvik,62.3432,5.8487,60.91,94,99,5.99,NO,1690433710
419,sittwe,20.15,92.9,84.2,81,97,11.68,MM,1690433710
420,zhob,31.3411,69.4481,80.96,58,14,2.68,PK,1690433711
421,prince rupert,54.3161,-130.3201,60.49,90,0,10.36,CA,1690433712
422,bom jesus,-9.0744,-44.3586,66.97,59,56,0.87,BR,1690433713
423,cidreira,-30.1811,-50.2056,56.41,84,32,12.17,BR,1690433714
424,arkhangel'sk,64.5401,40.5433,62.35,75,100,2.53,RU,1690433716
425,inirida,3.8653,-67.9239,74.14,92,76,1.41,CO,1690433717
426,oil city,41.4339,-79.7064,72.36,98,75,9.22,US,1690433717
427,banket,-17.3833,30.4,51.1,93,0,4.36,ZW,1690433717
428,dudinka,69.4058,86.1778,81.63,50,75,6.31,RU,1690433718
429,kimbe,-5.5502,150.1429,85.57,67,89,10.18,PG,1690433718
430,kukawa,12.9234,13.5606,82.38,58,80,9.55,NG,1690433718
431,cabo san lucas,22.8909,-109.9124,86.61,78,51,4.0,MX,1690433718
432,egilsstadir,65.2653,-14.3948,42.71,93,100,12.66,IS,1690433422
433,saint-francois,46.4154,3.9054,58.68,77,100,5.75,FR,1690433680
434,boyolangu,-8.1181,111.8935,83.98,100,58,9.62,ID,1690433719
435,n'zeto,-7.2312,12.8666,67.69,94,4,7.61,AO,1690433719
436,ushibukamachi,32.1906,130.0228,85.08,71,3,7.85,JP,1690433719
437,talcahuano,-36.7167,-73.1167,46.08,100,75,0.0,CL,1690433716
438,castillos,-34.1667,-53.8333,47.57,87,3,11.81,UY,1690433720
439,arteche,12.2645,125.4048,88.7,62,98,6.67,PH,1690433720
440,isangel,-19.55,169.2667,71.62,58,47,17.25,VU,1690433720
441,bekes,46.75,21.0,56.98,77,66,8.01,HU,1690433721
442,ibanda,-2.7974,32.4746,62.8,53,47,8.75,TZ,1690433721
443,bahia honda,22.9036,-83.1592,80.74,82,27,11.14,CU,1690433721
444,moorhead,46.8739,-96.7676,87.76,58,0,13.8,US,1690433627
445,carbonear,47.7332,-53.2148,66.04,90,61,10.87,CA,1690433721
446,mounana,-1.4085,13.1586,69.89,87,37,1.63,GA,1690433722
447,harper,4.375,-7.7169,76.1,89,99,8.19,LR,1690433722
448,churapcha,62.0025,132.4325,74.73,35,50,8.66,RU,1690433723
449,vernon,50.2581,-119.2691,70.16,52,1,4.61,CA,1690433723
450,bandiagara,14.3501,-3.6104,84.7,54,100,11.61,ML,1690433723
451,goure,13.9835,10.2704,86.52,48,99,9.33,NE,1690433723
452,cameron park,38.6688,-120.9872,78.06,49,0,4.88,US,1690433724
453,abadan,30.3392,48.3043,96.75,17,0,4.61,IR,1690433445
454,trenggalek,-8.05,111.7167,83.75,100,69,7.36,ID,1690433724
455,omdurman,15.6445,32.4777,82.92,57,89,15.86,SD,1690433724
456,kutulik,53.3508,102.7839,71.55,64,55,11.63,RU,1690433724
457,howard springs,-12.497,131.047,82.31,29,100,2.46,AU,1690433725
458,totness,5.8833,-56.3167,77.47,90,65,7.54,SR,1690433725
459,vadso,70.0744,29.7487,50.16,93,100,9.22,NO,1690433725
460,san jose del guaviare,2.5729,-72.6459,75.24,88,100,1.39,CO,1690433726
461,tabou,4.423,-7.3528,75.79,90,99,7.02,CI,1690433726
462,fort mcmurray,56.7268,-111.381,58.59,94,100,5.75,CA,1690433726
463,thinadhoo,0.5333,72.9333,83.93,76,90,13.69,MV,1690433726
464,la'ie,21.6477,-157.9253,84.16,75,15,8.99,US,1690433727
465,sydney,-33.8679,151.2073,71.62,63,0,6.91,AU,1690433727
466,monastyryshche,48.9909,29.8047,65.12,94,100,7.27,UA,1690433727
467,itoman,26.1247,127.6694,82.42,88,75,18.41,JP,1690433728
468,galliano,29.4422,-90.2992,79.0,71,0,5.93,US,1690433728
469,beyneu,45.3167,55.2,88.54,26,0,13.11,KZ,1690433728
470,al faw,29.9776,48.4741,96.8,19,0,10.65,IQ,1690433728
471,bechar,31.6167,-2.2167,93.52,13,20,9.22,DZ,1690433671
472,gorontalo,0.5412,123.0595,86.16,63,86,9.55,ID,1690433729
473,vodnyy,63.5046,53.4095,67.01,54,99,3.69,RU,1690433729
474,iskateley,67.6803,53.1512,69.33,58,90,5.46,RU,1690433730
475,howrah,22.5892,88.3103,87.8,79,40,5.75,IN,1690433457
476,laurentides,46.4334,-74.9826,64.71,99,100,2.42,CA,1690433730
477,ravar,31.2656,56.8055,90.48,14,2,4.9,IR,1690433730
478,mana,5.6592,-53.7767,76.82,88,100,6.58,GF,1690433731
479,portage la prairie,49.9728,-98.2926,67.93,64,11,3.0,CA,1690433606
480,tolanaro,-25.0319,46.9987,64.47,77,75,6.91,MG,1690433692
481,leh,34.1667,77.5833,67.24,43,4,4.36,IN,1690433732
482,nasirabad,26.3,74.7333,82.72,77,100,9.48,IN,1690433732
483,polyarnyy,69.1989,33.4478,51.71,93,100,1.3,RU,1690433732
484,omagari,39.45,140.4833,86.76,65,54,10.36,JP,1690433733
485,pathein,16.7833,94.7333,88.34,66,40,15.1,MM,1690433733
486,kittila,67.6647,24.8936,57.61,94,0,0.0,FI,1690433733
487,dalby,-27.1833,151.2667,69.1,35,0,9.35,AU,1690433734
488,kuta,-8.7233,115.1723,82.35,69,20,16.11,ID,1690433539
489,ghat,24.9647,10.1728,83.55,12,2,0.51,LY,1690433734
490,yingshang chengguanzhen,32.6295,116.2701,93.22,58,12,10.27,CN,1690433734
491,junagarh,19.8667,82.9333,80.51,87,86,2.42,IN,1690433735
492,pokhara,28.2333,83.9833,83.32,62,88,4.85,NP,1690433463
493,rio gallegos,-51.6226,-69.2181,15.85,86,0,5.75,AR,1690433735
494,qurayyat,31.3318,37.3428,75.38,31,0,4.61,SA,1690433735
495,ma'an,26.9775,110.7211,88.52,64,88,7.11,CN,1690433735
496,troitsko-pechorsk,62.7084,56.1964,69.76,49,14,4.09,RU,1690433736
497,suva,-18.1416,178.4415,67.48,94,100,5.75,FJ,1690433504
498,halifax,44.6453,-63.5724,68.68,89,51,17.27,CA,1690433513
499,aitape,-3.1374,142.3475,82.27,80,95,1.14,PG,1690433737
500,tynda,55.1667,124.7167,82.27,46,25,4.76,RU,1690433737
501,abashiri,44.0213,144.2697,89.89,55,75,9.22,JP,1690433671
502,tarauaca,-8.1614,-70.7656,74.73,60,35,2.39,BR,1690433620
503,tobelo,1.7284,128.0095,85.62,69,40,6.38,ID,1690433738
504,tambopata,-12.7333,-69.1833,75.09,70,83,1.63,PE,1690433738
505,codrington,-38.2667,141.9667,60.69,64,25,17.4,AU,1690433738
506,san pablo huixtepec,16.8333,-96.7667,63.66,77,89,4.74,MX,1690433739
507,alaghsas,17.0187,8.0168,86.81,45,91,13.31,NE,1690433739
508,karratha,-20.7377,116.8463,75.79,39,76,12.62,AU,1690433673
509,shizuishan,39.2333,106.7694,84.36,37,100,16.44,CN,1690433514
510,lautoka,-17.6167,177.4667,69.66,83,100,9.22,FJ,1690433739
511,vilyuysk,63.7553,121.6247,75.42,28,76,6.8,RU,1690433740
512,hopkinton,41.4612,-71.7776,74.68,93,0,3.44,US,1690433740
513,russellville,35.2784,-93.1338,84.34,67,0,3.44,US,1690433740
514,anqing,30.5092,117.0506,95.45,51,6,7.81,CN,1690433482
515,noumea,-22.2763,166.4572,71.58,65,39,17.29,NC,1690433615
516,morant bay,17.8815,-76.4093,82.02,83,86,7.23,JM,1690433740
517,dereli,40.7378,38.4493,71.76,45,0,6.35,TR,1690433740
518,yuzhno-kurilsk,44.0306,145.8556,72.1,80,98,2.86,RU,1690433565
519,maragogi,-9.0122,-35.2225,73.71,86,68,3.83,BR,1690433741
520,varennes-vauzelles,47.0168,3.1404,60.31,97,33,5.99,FR,1690433741
521,cannonvale,-20.2833,148.7,69.19,63,56,18.05,AU,1690433741
522,litochoro,40.1006,22.4978,70.68,48,21,3.04,GR,1690433741
523,marsabit,2.3284,37.9899,62.22,67,31,19.84,KE,1690433741
524,dossor,47.5272,52.9811,87.48,30,0,6.78,KZ,1690433741
525,kavarna,43.4333,28.3333,67.57,85,76,20.24,BG,1690433742
526,raduzhny,62.0961,77.475,68.94,70,56,7.0,RU,1690433742
527,somerset east,-32.7217,25.588,49.03,91,24,1.16,ZA,1690433742
528,biloela,-24.4167,150.5,73.65,36,2,12.37,AU,1690433742
529,antalaha,-14.9003,50.2788,71.56,82,36,11.77,MG,1690433742
530,jieyang,23.5289,116.3642,93.13,66,83,9.8,CN,1690433743
531,sinabang,2.4803,96.3801,85.24,69,83,4.14,ID,1690433552
532,ormara,25.2088,64.6357,83.46,86,99,15.43,PK,1690433743
533,iwon-up,40.3231,128.6553,84.56,65,60,5.82,KP,1690433743
534,cabras,39.93,8.5314,66.38,69,2,5.03,IT,1690433743
535,kavieng,-2.5744,150.7967,83.82,75,70,11.86,PG,1690433743
536,wakkanai,45.4094,141.6739,78.78,78,40,16.11,JP,1690433594
537,waterford,42.7023,-83.4027,69.84,96,75,4.61,US,1690433744
538,kaseda-shirakame,31.4167,130.3167,88.25,66,17,11.56,JP,1690433744
539,katsuura,35.1333,140.3,84.04,70,45,10.76,JP,1690433744
540,harstad,68.799,16.5293,59.81,90,67,4.54,NO,1690433744
541,nelidovo,56.2211,32.7774,61.02,88,85,1.5,RU,1690433745
542,barra de santo antonio,-9.4047,-35.5072,69.08,84,62,2.62,BR,1690433745
543,puerto cabezas,14.0351,-83.3888,78.33,86,100,7.54,NI,1690433745
544,tai'an,36.1853,117.12,90.46,50,17,5.5,CN,1690433745
545,pimenta bueno,-11.6725,-61.1936,71.22,54,38,2.62,BR,1690433745
546,metlili chaamba,32.2667,3.6333,86.94,19,0,0.0,DZ,1690433745
547,villa emilio carranza,19.9667,-96.6,79.23,81,100,4.7,MX,1690433746
548,loukhi,66.0764,33.0381,59.34,77,16,1.39,RU,1690433746
549,belmonte,-15.8631,-38.8828,72.27,72,51,6.17,BR,1690433558
550,karagandy,49.8019,73.1021,73.35,39,9,14.25,KZ,1690433746
551,akrehamn,59.2667,5.1833,57.45,94,75,4.61,NO,1690433746
552,friesoythe,53.0167,7.85,57.27,90,100,10.27,DE,1690433746
553,urussu,54.5981,53.4631,78.89,50,8,11.01,RU,1690433746
554,el nido,11.1858,119.3956,85.01,74,98,23.55,PH,1690433747
555,kirensk,57.7853,108.1119,81.48,52,94,3.4,RU,1690433747
556,palmer,42.1584,-72.3287,74.01,76,0,8.05,US,1690433747
557,mawu,29.5923,107.3139,75.54,93,100,1.57,CN,1690433747
558,ceylanpinar,36.8472,40.05,94.89,12,0,4.07,TR,1690433566
559,kijang,35.2442,129.2139,91.13,67,25,9.84,KR,1690433747
560,gisborne,-38.6533,178.0042,49.86,75,67,9.4,NZ,1690433748
561,hotan,37.0997,79.9269,90.68,22,61,5.08,CN,1690433748
562,yarmouth,41.7057,-70.2286,75.0,90,0,10.36,US,1690433657
563,akdepe,42.0551,59.3788,82.49,33,62,10.45,TM,1690433748
564,abomey-calavi,6.4485,2.3557,78.66,89,75,11.5,BJ,1690433749
565,sao joao da barra,-21.6403,-41.0511,70.7,87,94,12.97,BR,1690433643
566,rabigh,22.7986,39.0349,93.56,38,48,8.08,SA,1690433749
567,callao,-12.0667,-77.15,68.29,77,100,6.91,PE,1690433454
568,hadibu,12.65,54.0333,78.94,72,75,34.9,YE,1690433563
569,sitia,35.2,26.0986,86.81,49,0,0.54,GR,1690433750
570,taro,-8.3862,115.28,75.2,53,33,5.91,ID,1690433750
571,meadow lake,34.8014,-106.5436,80.08,52,81,7.61,US,1690433751
